country_name_en,measurements_parameter,city,location,measurements_value,measurements_lastupdated
India,CO,,"DRM Office Danapur, Patna - BSPCB",1500.0,2022-10-16 16:00:00+00:00
India,CO,,"GIDC, Nandesari - Nandesari Ind. Association",1000.0,2022-10-16 10:15:00+00:00
India,CO,,"Collectorate, Gaya - BSPCB",1370.0,2022-10-31 02:00:00+00:00
India,CO,,"Mandir Marg, New Delhi - DPCC",400.0,2018-05-10 07:30:00+00:00
India,CO,,"Tirumala, Tirupati - APPCB",940.0,2022-10-31 02:00:00+00:00
India,CO,,"Major Dhyan Chand National Stadium, Delhi - DPCC",1800.0,2018-05-12 04:30:00+00:00
India,CO,,"Nehru Nagar, Delhi - DPCC",1200.0,2018-05-12 06:00:00+00:00
India,CO,,"IHBAS, Dilshad Garden, Delhi - CPCB",1750.0,2022-10-31 01:45:00+00:00
India,CO,,"Alandi, Pune - IITM",1170.0,2022-07-21 04:45:00+00:00
India,CO,,"IESD Banaras Hindu University, Varanasi - UPPCB",540.0,2022-10-16 15:45:00+00:00
India,CO,,"Nagla Bhau, Firozabad - UPPCB",1740.0,2022-10-31 02:00:00+00:00
India,CO,,"Patti Mehar, Ambala - HSPCB",1230.0,2022-10-31 01:45:00+00:00
India,CO,,"Jayanagar 5th Block, Bengaluru - KSPCB",0.66,2022-10-31 02:00:00+00:00
India,CO,,"Khadakpada, Kalyan - MPCB",1280.0,2022-10-31 01:45:00+00:00
India,CO,,"Okhla Phase-2, Delhi - DPCC",3000.0,2022-10-31 00:45:00+00:00
India,CO,,"Lalbagh, DN Park",1190.0,2018-02-22 04:00:00+00:00
India,CO,,"Sanjay Palace, Agra - UPPCB",840.0,2022-10-31 02:00:00+00:00
India,CO,,Central School,1350.0,2018-02-22 04:00:00+00:00
India,CO,,"Alandur Bus Depot, Chennai - CPCB",4310.0,2022-10-31 01:45:00+00:00
India,CO,,"Gole Bazar, Katni - MPPCB",700.0,2022-10-16 16:00:00+00:00
India,CO,,"Industrial Area, Hajipur - BSPCB",1000.0,2022-10-16 16:00:00+00:00
India,CO,,"Buddha Colony, Muzaffarpur - BSPCB",930.0,2022-10-16 15:30:00+00:00
India,CO,,"Rishi Nagar, Kaithal - HSPCB",2040.0,2022-10-31 02:00:00+00:00
India,CO,,"Manoharpur, Agra - UPPCB",870.0,2022-10-31 02:00:00+00:00
India,CO,,"Mariam Nagar, Purnia - BSPCB",1690.0,2022-10-31 01:45:00+00:00
India,CO,,"IITH Kandi, Hyderabad - TSPCB",750.0,2022-10-31 02:00:00+00:00
India,CO,,"Ramteerth Nagar, Belgaum - KSPCB",930.0,2022-10-31 01:45:00+00:00
India,CO,,"Collectorate, Jodhpur - RSPCB",590.0,2022-10-31 01:45:00+00:00
India,CO,,"IGSC Planetarium Complex, Patna - BSPCB",500.0,2022-10-31 02:00:00+00:00
India,CO,,"Anand Vihar, Hapur - UPPCB",0.0,2022-10-16 16:00:00+00:00
India,CO,,"Ghusuri, Howrah - WBPCB",530.0,2022-10-16 15:45:00+00:00
India,CO,,"T T Nagar, Bhopal - MPPCB",3530.0,2022-10-16 16:00:00+00:00
India,CO,,"Naubad, Bidar - KSPCB",4630.0,2022-10-16 10:15:00+00:00
India,CO,,"Civic Center, Bhilai - Bhilai Steel Plant",0.0,2022-10-12 18:15:00+00:00
India,CO,,"Police Lines, Jind - HSPCB",1450.0,2022-10-31 01:45:00+00:00
India,CO,,"Nathu Colony, Ballabgarh - HSPCB",3830.0,2022-10-31 01:45:00+00:00
India,CO,,"New Collectorate, Baghpat - UPPCB",2130.0,2022-01-31 04:45:00+00:00
India,CO,,"Hebbal, Bengaluru - KSPCB",610.0,2022-10-31 02:00:00+00:00
India,CO,,"Solapur, Solapur - MPCB",1780.0,2022-10-31 02:00:00+00:00
India,CO,,"Maninagar, Ahmedabad - GPCB",180.0,2022-10-31 01:45:00+00:00
India,CO,,"Sri Aurobindo Marg, Delhi - DPCC",1300.0,2022-10-31 00:45:00+00:00
India,CO,,"ITO, Delhi - CPCB",1760.0,2022-10-31 01:45:00+00:00
India,CO,,"GIFT City, Gandhinagar - IITM",680.0,2022-07-07 09:00:00+00:00
India,CO,,"Sector-2 IMT, Manesar - HSPCB",1790.0,2022-10-31 01:45:00+00:00
India,CO,,"Pallavpuram Phase 2, Meerut - UPPCB",230.0,2022-10-16 16:00:00+00:00
India,CO,,"Shadipur, Delhi - CPCB",2140.0,2018-02-22 02:45:00+00:00
India,CO,,"Golden Temple, Amritsar - PPCB",580.0,2022-10-31 02:00:00+00:00
India,CO,,"Peenya, Bengaluru - CPCB",630.0,2022-10-31 01:45:00+00:00
India,CO,,"Anand Kala Kshetram, Rajamahendravaram - APPCB",540.0,2022-10-31 02:00:00+00:00
India,CO,,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",1190.0,2022-10-31 01:45:00+00:00
India,CO,,"Aya Nagar, Delhi - IMD",1740.0,2022-10-31 01:15:00+00:00
India,CO,,"Pimpleshwar Mandir, Thane - MPCB",10.0,2022-10-16 11:45:00+00:00
India,CO,,"Suryakiran Bhawan NCL, Singrauli - MPPCB",1320.0,2022-10-16 16:00:00+00:00
India,CO,,"Sector-1, Noida - UPPCB",8970.0,2022-10-13 06:15:00+00:00
India,CO,,"Jahangirpuri, Delhi - DPCC",700.0,2022-10-31 00:45:00+00:00
India,CO,,"Rabindra Bharati University, Kolkata - WBSPCB",420.0,2017-10-26 06:00:00+00:00
India,CO,,"Sanathnagar, Hyderabad - TSPCB",630.0,2018-02-22 03:00:00+00:00
India,CO,,"Rohini, Delhi - DPCC",7000.0,2022-10-30 20:30:00+00:00
India,CO,,"PWD Juction, Kohima - NPCB",340.0,2022-10-16 16:00:00+00:00
India,CO,,"Royapuram, Chennai - TNPCB",940.0,2022-10-16 16:00:00+00:00
India,CO,,"Kunjaban, Agartala - Tripura SPCB",1040.0,2022-10-16 16:00:00+00:00
India,CO,,"Chakala-Andheri East, Mumbai - IITM",1000.0,2022-10-16 13:00:00+00:00
India,CO,,"B.Katihalli, Hassan - KSPCB",190.0,2022-10-16 15:45:00+00:00
India,CO,,"NSI Kalyanpur, Kanpur - UPPCB",1220.0,2022-10-31 02:00:00+00:00
India,CO,,"FTI Kidwai Nagar, Kanpur - UPPCB",1490.0,2022-10-31 02:00:00+00:00
India,CO,,"DM College of Science, Imphal - Manipur PCB",130.0,2022-10-31 02:00:00+00:00
India,CO,,"Kompally Municipal Office, Hyderabad - TSPCB",750.0,2022-10-31 02:00:00+00:00
India,CO,,"Bawana, Delhi - DPCC",1300.0,2022-10-31 00:45:00+00:00
India,CO,,"Vyttila, Kochi - Kerala PCB",220.0,2022-10-16 16:00:00+00:00
India,CO,,"Marhatal, Jabalpur - MPPCB",940.0,2022-10-16 16:00:00+00:00
India,CO,,"Diwator Nagar, Koppal - KSPCB",800.0,2022-10-16 14:45:00+00:00
India,CO,,"Rakhial, Ahmedabad - IITM",980.0,2022-07-13 06:30:00+00:00
India,CO,,"New DM Office, Arrah - BSPCB",330.0,2022-10-31 01:30:00+00:00
India,CO,,"HIMUDA Complex Phase-1, Baddi - HPPCB",420.0,2022-10-31 01:45:00+00:00
India,CO,,"ECIL Kapra, Hyderabad - TSPCB",250.0,2022-10-16 14:15:00+00:00
India,CO,,"Kalindi Kunj, Khurja - UPPCB",2510.0,2022-10-31 01:45:00+00:00
India,CO,,"North Campus, DU, Delhi - IMD",1390.0,2022-10-31 02:00:00+00:00
India,CO,,"Vasundhara, Ghaziabad - UPPCB",4020.0,2022-10-31 02:00:00+00:00
India,CO,,"Rohini, Delhi - DPCC",700.0,2018-05-09 11:00:00+00:00
India,CO,,"Dr. Karni Singh Shooting Range, Delhi - DPCC",150.0,2018-05-09 11:00:00+00:00
India,CO,,"Shastri Nagar, Narnaul - HSPCB",0.32,2022-10-31 02:00:00+00:00
India,CO,,"MD University, Rohtak - HSPCB",690.0,2022-10-31 01:45:00+00:00
India,CO,,"Corporation Ground, Thrissur - Kerala PCB",450.0,2022-10-16 15:30:00+00:00
India,CO,,"Zoo Park, Hyderabad - TSPCB",920.0,2022-10-31 02:00:00+00:00
India,CO,,"Haldia, Haldia - WBPCB",810.0,2022-10-31 02:00:00+00:00
India,CO,,"Sector-6, Panchkula - HSPCB",640.0,2022-10-31 01:45:00+00:00
India,CO,,"Sonia Vihar, Delhi - DPCC",4.2,2022-10-31 00:45:00+00:00
India,CO,,"Meelavittan, Thoothukudi - TNPCB",210.0,2022-10-16 16:00:00+00:00
India,CO,,"Naharlagun, Naharlagun - APSPCB",220.0,2022-10-15 02:45:00+00:00
India,CO,,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",1010.0,2022-10-31 02:00:00+00:00
India,CO,,"SDM Office_Khagra, Kishanganj - BSPCB",850.0,2022-10-31 01:45:00+00:00
India,CO,,"JN Stadium, Shillong - Meghalaya PCB",290.0,2022-10-15 05:45:00+00:00
India,CO,,"Vibhab Nagar, Firozabad - UPPCB",2010.0,2022-10-31 02:00:00+00:00
India,CO,,"New Malakpet, Hyderabad - TSPCB",580.0,2022-10-31 02:00:00+00:00
India,CO,,"Indira Colony Vistar, Pali - RSPCB",1130.0,2022-10-31 01:45:00+00:00
India,CO,,"Vivek Vihar, Delhi - DPCC",3200.0,2022-10-31 00:45:00+00:00
India,CO,,"Phase-1 GIDC, Vapi - GPCB",900.0,2022-10-12 04:45:00+00:00
India,CO,,"Urban, Chamarajanagar - KSPCB",300.0,2022-10-31 02:00:00+00:00
India,CO,,"BTM Layout, Bengaluru - KSPCB",910.0,2018-02-22 03:00:00+00:00
India,CO,,"Ganga Nagar, Meerut - UPPCB",0.0,2022-09-20 06:00:00+00:00
India,CO,,AAQMS Karve Road Pune,1220.0,2018-02-22 03:00:00+00:00
India,CO,,"Talcher Coalfields,Talcher - OSPCB",1600.0,2022-10-31 01:00:00+00:00
India,CO,,"Moti Doongri, Alwar - RSPCB",100.0,2022-10-31 02:00:00+00:00
India,CO,,"Nishant Ganj, Lucknow - UPPCB",0.0,2019-08-16 11:30:00+00:00
India,CO,,"Karve Road, Pune - MPCB",150.0,2022-10-10 11:15:00+00:00
India,CO,,"Sahilara, Maihar - KJS Cements",0.0,2022-10-31 01:45:00+00:00
India,CO,,"Bhelupur, Varanasi - UPPCB",1890.0,2022-10-16 16:00:00+00:00
India,CO,,"Town Hall - Lal Bagh, Darbhanga - BSPCB",820.0,2022-10-31 01:45:00+00:00
India,CO,,"Somajiguda, Hyderabad - TSPCB",520.0,2022-10-16 16:00:00+00:00
India,CO,,"Jai Bhim Nagar, Meerut - UPPCB",1290.0,2022-10-31 02:00:00+00:00
India,CO,,"Central University, Hyderabad - TSPCB",700.0,2022-10-31 02:00:00+00:00
India,CO,,"Central School, Lucknow - CPCB",1670.0,2022-10-31 01:45:00+00:00
India,CO,,"Vidayagiri, Bagalkot - KSPCB",770.0,2022-10-16 15:45:00+00:00
India,CO,,"Teri Gram, Gurugram - HSPCB",860.0,2022-10-16 16:00:00+00:00
India,CO,,"Sector-12, Karnal - HSPCB",1710.0,2022-10-31 01:30:00+00:00
India,CO,,"Deonar, Mumbai - IITM",2340.0,2022-10-16 15:45:00+00:00
India,CO,,"Brahmagiri, Udupi - KSPCB",1370.0,2022-10-16 01:00:00+00:00
India,CO,,"Jhunsi, Prayagraj - UPPCB",1220.0,2022-10-16 16:00:00+00:00
India,CO,,"IIPHG Lekawada, Gandhinagar - IITM",510.0,2022-07-22 12:00:00+00:00
India,CO,,"Eco Herbal Park, Moradabad - UPPCB",1090.0,2022-10-31 02:00:00+00:00
India,CO,,"Rajendra Nagar, Bareilly - UPPCB",1410.0,2022-10-31 02:00:00+00:00
India,CO,,"Najafgarh, Delhi - DPCC",1400.0,2022-10-31 00:45:00+00:00
India,CO,,"Victoria, Kolkata - WBPCB",610.0,2022-10-31 01:45:00+00:00
India,CO,,"Manali Village, Chennai - TNPCB",470.0,2022-10-31 02:00:00+00:00
India,CO,,"Borivali East, Mumbai - IITM",370.0,2022-07-08 07:15:00+00:00
India,CO,,"Siddharth Nagar-Worli, Mumbai - IITM",1740.0,2022-10-16 16:00:00+00:00
India,CO,,"Rajbagh, Srinagar - JKSPCB",390.0,2022-10-16 16:00:00+00:00
India,CO,,"Gyaspur, Ahmedabad - IITM",9510.0,2022-07-07 08:45:00+00:00
India,CO,,"Chandkheda, Ahmedabad - IITM",320.0,2022-10-16 15:45:00+00:00
India,CO,,"Gandak Colony, Motihari - BSPCB",660.0,2022-10-16 15:45:00+00:00
India,CO,,"Mayaganj, Bhagalpur - BSPCB",690.0,2022-10-31 01:45:00+00:00
India,CO,,"Sardar Patel Inter College, Baghpat - UPPCB",530.0,2022-10-26 07:30:00+00:00
India,CO,,"Sector- 16A, Faridabad - HSPCB",0.0,2022-02-06 14:45:00+00:00
India,CO,,"Ward-32 Bapupara, Siliguri - WBPCB",300.0,2022-10-31 01:45:00+00:00
India,CO,,"Bhopal Chauraha, Dewas - MPPCB",810.0,2022-10-31 02:00:00+00:00
India,CO,,"Rabindra Bharati University, Kolkata - WBPCB",19000.0,2022-03-24 23:30:00+00:00
India,CO,,"Worli, Mumbai - MPCB",1400.0,2022-10-31 02:00:00+00:00
India,CO,,"Sector-7, Kurukshetra - HSPCB",1.39,2022-10-31 01:45:00+00:00
India,CO,,"ICRISAT Patancheru, Hyderabad - TSPCB",370.0,2020-04-28 09:45:00+00:00
India,CO,,"Deen Dayal Nagar, Sagar - MPPCB",960.0,2022-10-16 15:45:00+00:00
India,CO,,"Punjabi Bagh, Delhi - DPCC",9.2,2018-02-21 21:15:00+00:00
India,CO,,"IHBAS, Delhi - CPCB",2500.0,2018-02-22 02:45:00+00:00
India,CO,,City Railway Station - KSPCB,1510.0,2018-02-22 03:00:00+00:00
India,CO,,Chandrapur,1020.0,2018-02-22 04:00:00+00:00
India,CO,,VK Industrial Area Jaipur - RSPCB,1220.0,2017-06-12 05:30:00+00:00
India,CO,,"Manali, Chennai - CPCB",3030.0,2022-10-16 15:00:00+00:00
India,CO,,"Tata Stadium, Jorapokhar - JSPCB",1400.0,2022-10-16 07:45:00+00:00
India,CO,,"Wazirpur, Delhi - DPCC",0.1,2022-10-30 23:00:00+00:00
India,CO,,"Mundka, Delhi - DPCC",600.0,2022-10-31 00:45:00+00:00
India,CO,,"Shastripuram, Agra - UPPCB",970.0,2022-10-16 16:00:00+00:00
India,CO,,"Maldahiya, Varanasi - UPPCB",1140.0,2022-10-31 02:00:00+00:00
India,CO,,"Kumaran College, Tirupur - TNPCB",1010.0,2022-10-16 15:45:00+00:00
India,CO,,"Mendonsa Colony, Dindigul - TNPCB",400.0,2022-10-16 16:00:00+00:00
India,CO,,"Urban Estate-II, Hisar - HSPCB",1100.0,2022-10-31 01:45:00+00:00
India,CO,,"Udyogamandal, Eloor - Kerala PCB",580.0,2022-10-31 01:45:00+00:00
India,CO,,"SFTI Kusdihra, Gaya - BSPCB",840.0,2022-10-16 15:30:00+00:00
India,CO,,"R K Puram, Delhi - DPCC",4300.0,2018-02-21 20:45:00+00:00
India,CO,,"Anand Vihar, Delhi - DPCC",1300.0,2016-03-21 14:45:00+00:00
India,CO,,IGSC Planetarium Complex - Patna - BSPCB,1120.0,2018-02-22 03:45:00+00:00
India,CO,,"Civil Line, Jalandhar - PPCB",720.0,2022-10-31 02:00:00+00:00
India,CO,,"ITO, Delhi - CPCB",1450.0,2020-01-20 07:15:00+00:00
India,CO,,"Civil Lines,  Ajmer - RSPCB",670.0,2022-10-31 01:45:00+00:00
India,CO,,"Palayam, Kozhikode - Kerala PCB",970.0,2022-10-16 04:45:00+00:00
India,CO,,"Phool Bagh, Gwalior - Mondelez Ind. Food",670.0,2022-09-14 22:00:00+00:00
India,CO,,"Stuart Hill, Madikeri - KSPCB",200.0,2022-10-16 16:00:00+00:00
India,CO,,"Sector-19A Nerul, Navi Mumbai - IITM",2670.0,2022-10-16 16:00:00+00:00
India,CO,,"Devaraj Urs Badavane, Davanagere - KSPCB",350.0,2022-10-16 13:00:00+00:00
India,CO,,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2690.0,2022-10-16 16:00:00+00:00
India,CO,,"Shahjahan Garden, Agra - UPPCB",1080.0,2022-10-31 02:00:00+00:00
India,CO,,"Central Jail, Buxar - BSPCB",4570.0,2022-10-31 01:45:00+00:00
India,CO,,"Sector-2 Industrial Area, Pithampur - MPPCB",1050.0,2022-10-31 02:00:00+00:00
India,CO,,"More Chowk Waluj, Aurangabad - MPCB",1000.0,2022-10-31 01:45:00+00:00
India,CO,,"Huda Sector, Fatehabad - HSPCB",490.0,2022-10-16 15:45:00+00:00
India,CO,,IIT,850.0,2018-02-22 03:45:00+00:00
India,CO,,Ardhali Bazar,1620.0,2018-02-22 03:00:00+00:00
India,CO,,"Sector-51, Gurugram - HSPCB",2270.0,2022-10-16 16:00:00+00:00
India,CO,,"Vijay Nagar, Ramanagara - KSPCB",980.0,2022-10-31 02:00:00+00:00
India,CO,,"Bandra Kurla Complex, Mumbai - IITM",4230.0,2022-10-16 15:45:00+00:00
India,CO,,"Kadri, Mangalore - KSPCB",590.0,2022-10-31 01:45:00+00:00
India,CO,,"Omex Eternity, Vrindavan - UPPCB",1940.0,2022-10-31 02:00:00+00:00
India,CO,,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",1190.0,2022-10-31 01:45:00+00:00
India,CO,,"Kareemganj, Gaya - BSPCB",2970.0,2022-10-31 01:45:00+00:00
India,CO,,"Raikhad, Ahmedabad - IITM",0.0,2022-07-07 08:45:00+00:00
India,CO,,"Ashwini Nagar, Haveri - KSPCB",650.0,2022-10-16 16:00:00+00:00
India,CO,,"Manipur University, Imphal - Manipur PCB",140.0,2022-10-15 09:45:00+00:00
India,CO,,"Doon University, Dehradun - UKPCB",0.0,2022-10-16 15:45:00+00:00
India,CO,,"Transport Nagar, Moradabad - UPPCB",1350.0,2022-10-31 02:00:00+00:00
India,CO,,"Paryavaran Parisar, Bhopal - MPPCB",560.0,2022-10-31 01:45:00+00:00
India,CO,,"Gangapur Road, Nashik - MPCB",790.0,2022-10-31 02:00:00+00:00
India,CO,,"Asansol Court Area, Asansol - WBPCB",860.0,2022-10-31 01:45:00+00:00
India,CO,,"Lalbagh, Lucknow - CPCB",100.0,2022-10-31 01:45:00+00:00
India,CO,,"Indirapuram, Ghaziabad - UPPCB",1190.0,2022-10-31 02:00:00+00:00
India,CO,,"Railway Colony, Guwahati - APCB",660.0,2019-12-24 07:30:00+00:00
India,CO,,"F-Block, Sirsa - HSPCB",1040.0,2022-10-31 02:00:00+00:00
India,CO,,"Bapuji Nagar, Bengaluru - KSPCB",1.47,2022-10-31 02:00:00+00:00
India,CO,,"Mandir Marg, Delhi - DPCC",7500.0,2018-02-21 16:45:00+00:00
India,CO,,Collectorate - Gaya - BSPCB,680.0,2018-02-22 03:00:00+00:00
India,CO,,Victoria Memorial - WBSPCB,2130.0,2017-10-18 03:15:00+00:00
India,CO,,SaneguravaHalli - KSPCB,330.0,2018-02-21 23:45:00+00:00
India,CO,,"BTM Layout, Bengaluru - CPCB",400.0,2022-10-16 16:00:00+00:00
India,CO,,"Panchal Nagar, Gadag - KSPCB",420.0,2022-10-15 09:30:00+00:00
India,CO,,"D M Colony, Bihar Sharif - BSPCB",1470.0,2022-10-31 01:45:00+00:00
India,CO,,"Town Hall, Munger - BSPCB",240.0,2022-10-31 01:45:00+00:00
India,CO,,"Kokapet, Hyderabad - TSPCB",730.0,2022-10-31 02:00:00+00:00
India,CO,,"City Railway Station, Bengaluru - KSPCB",1420.0,2022-10-31 01:45:00+00:00
India,CO,,"Colaba, Mumbai - MPCB",1340.0,2022-10-31 01:45:00+00:00
India,CO,,"Sector-10, Gandhinagar - GPCB",390.0,2022-10-31 01:45:00+00:00
India,CO,,"Hardev Nagar, Bathinda - PPCB",950.0,2022-10-31 01:45:00+00:00
India,CO,,"Ibrahimpur, Vijayapura - KSPCB",390.0,2022-10-16 16:00:00+00:00
India,CO,,"Birla Staff colony, Satna - MPPCB",80000.0,2018-03-14 03:30:00+00:00
